method,volume_id,page_id,start,end,entity,entity_type
roberta,mdp.39015041788319,45,546,569,Uncas Elementary School,ORG
roberta,mdp.39015041788319,45,573,580,Norwich,LOC
roberta,mdp.39015041788319,45,582,593,Connecticut,LOC
roberta,mdp.39015041788319,45,595,600,Ralph,PER
roberta,mdp.39015041788319,45,611,617,Indian,MISC
roberta,mdp.39015041788319,45,655,669,Michael Cooney,PER
roberta,mdp.39015041788319,45,675,696,Montville High School,ORG
roberta,mdp.39015041788319,45,738,750,Samuel Uncas,PER
roberta,mdp.39015041788319,45,804,814,New London,LOC
roberta,mdp.39015041788319,45,868,901,United States Coast Guard Academy,ORG
roberta,mdp.39015041788319,45,905,911,Groton,LOC
roberta,mdp.39015041788319,45,932,937,Clark,PER
roberta,mdp.39015041788319,45,968,973,Ralph,PER
roberta,mdp.39015041788319,45,1044,1067,Tribal Burial Committee,ORG
roberta,mdp.39015041788319,45,1104,1116,Fort Shantok,LOC
roberta,mdp.39015041788319,45,1160,1176,Courtland Fowler,PER
roberta,mdp.39015041788319,45,1250,1272,Catherine Duncan Prize,MISC
roberta,mdp.39015041788319,45,1322,1349,Marlborough Arts Commission,ORG
roberta,mdp.39015041788319,45,1383,1390,Windham,LOC
roberta,mdp.39015041788319,45,1392,1403,Connecticut,LOC
spacy-trf,mdp.39015041788319,45,13,24,Connecticut,GPE
spacy-trf,mdp.39015041788319,45,88,96,Ida Page,PERSON
spacy-trf,mdp.39015041788319,45,100,110,New London,GPE
spacy-trf,mdp.39015041788319,45,141,145,Paul,PERSON
spacy-trf,mdp.39015041788319,45,178,200,a Curtis Candy Company,ORG
spacy-trf,mdp.39015041788319,45,201,217,Ralph W. Sturges,PERSON
spacy-trf,mdp.39015041788319,45,283,307,the George Greer company,ORG
spacy-trf,mdp.39015041788319,45,427,438,Connecticut,GPE
spacy-trf,mdp.39015041788319,45,474,485,Ella Grasso,PERSON
spacy-trf,mdp.39015041788319,45,531,536,Uncas,PERSON
spacy-trf,mdp.39015041788319,45,546,569,Uncas Elementary School,ORG
spacy-trf,mdp.39015041788319,45,573,580,Norwich,GPE
spacy-trf,mdp.39015041788319,45,582,593,Connecticut,GPE
spacy-trf,mdp.39015041788319,45,595,600,Ralph,PERSON
spacy-trf,mdp.39015041788319,45,611,617,Indian,NORP
spacy-trf,mdp.39015041788319,45,641,647,Tribal,ORG
spacy-trf,mdp.39015041788319,45,655,669,Michael Cooney,PERSON
spacy-trf,mdp.39015041788319,45,675,696,Montville High School,ORG
spacy-trf,mdp.39015041788319,45,738,751,Samuel Uncas',PERSON
spacy-trf,mdp.39015041788319,45,804,816,New London's,GPE
spacy-trf,mdp.39015041788319,45,864,901,the United States Coast Guard Academy,ORG
spacy-trf,mdp.39015041788319,45,905,911,Groton,GPE
spacy-trf,mdp.39015041788319,45,932,937,Clark,PERSON
spacy-trf,mdp.39015041788319,45,968,973,Ralph,PERSON
spacy-trf,mdp.39015041788319,45,996,1022,the Mohegan Tribal Council,ORG
spacy-trf,mdp.39015041788319,45,1040,1067,the Tribal Burial Committee,ORG
spacy-trf,mdp.39015041788319,45,1104,1116,Fort Shantok,FAC
spacy-trf,mdp.39015041788319,45,1160,1176,Courtland Fowler,PERSON
spacy-trf,mdp.39015041788319,45,1186,1191,Ralph,PERSON
spacy-trf,mdp.39015041788319,45,1318,1349,the Marlborough Arts Commission,ORG
spacy-trf,mdp.39015041788319,45,1371,1390,the Town of Windham,GPE
spacy-trf,mdp.39015041788319,45,1392,1403,Connecticut,GPE
stanford,mdp.39015041788319,46,47,52,Tribe,ORGANIZATION
stanford,mdp.39015041788319,46,108,120,Gunche Mundu,PERSON
stanford,mdp.39015041788319,46,126,165,Great Mystery and Creator of All Things,ORGANIZATION
stanford,mdp.39015041788319,46,265,270,Mundu,PERSON
stanford,mdp.39015041788319,46,350,357,Fidelia,ORGANIZATION
stanford,mdp.39015041788319,46,370,375,Mundu,PERSON
stanford,mdp.39015041788319,46,388,393,Mundu,PERSON
stanford,mdp.39015041788319,46,527,532,Mundu,PERSON
stanford,mdp.39015041788319,46,542,547,Mundu,PERSON
stanford,mdp.39015041788319,46,700,707,Norwich,LOCATION
stanford,mdp.39015041788319,46,783,804,Norwich Burial Ground,ORGANIZATION
booknlp,mdp.39015041788319,46,108,120,Gunche Mundu,PER
booknlp,mdp.39015041788319,46,183,199,Fidelia Fielding,PER
booknlp,mdp.39015041788319,46,240,247,Mohegan,PER
booknlp,mdp.39015041788319,46,265,270,Mundu,PER
booknlp,mdp.39015041788319,46,350,357,Fidelia,PER
booknlp,mdp.39015041788319,46,700,713,Norwich ROYAL,GPE
booknlp,mdp.39015041788319,46,783,804,Norwich Burial Ground,FAC
roberta,mdp.39015041788319,46,108,120,Gunche Mundu,PER
roberta,mdp.39015041788319,46,183,199,Fidelia Fielding,PER
roberta,mdp.39015041788319,46,240,247,Mohegan,MISC
roberta,mdp.39015041788319,46,115,120,Mundu,PER
roberta,mdp.39015041788319,46,183,190,Fidelia,PER
roberta,mdp.39015041788319,46,265,270,Mundu,PER
roberta,mdp.39015041788319,46,738,750,Buffalo Bill,PER
roberta,mdp.39015041788319,46,755,758,His,MISC
roberta,mdp.39015041788319,46,777,781,Show,ORG
roberta,mdp.39015041788319,46,783,804,Norwich Burial Ground,LOC
spacy-trf,mdp.39015041788319,46,47,52,Tribe,ORG
spacy-trf,mdp.39015041788319,46,108,120,Gunche Mundu,PERSON
spacy-trf,mdp.39015041788319,46,183,199,Fidelia Fielding,PERSON
spacy-trf,mdp.39015041788319,46,240,247,Mohegan,NORP
spacy-trf,mdp.39015041788319,46,265,270,Mundu,PERSON
spacy-trf,mdp.39015041788319,46,350,357,Fidelia,PERSON
spacy-trf,mdp.39015041788319,46,370,375,Mundu,PERSON
spacy-trf,mdp.39015041788319,46,388,393,Mundu,PERSON
spacy-trf,mdp.39015041788319,46,527,532,Mundu,PERSON
spacy-trf,mdp.39015041788319,46,542,547,Mundu,PERSON
spacy-trf,mdp.39015041788319,46,736,748,Buffalo Bill,PERSON
spacy-trf,mdp.39015041788319,46,781,802,Norwich Burial Ground,FAC
stanford,mdp.39015041788319,48,127,133,Ashbow,LOCATION
stanford,mdp.39015041788319,48,135,159,Burial Grounds Cutchegan,ORGANIZATION
stanford,mdp.39015041788319,48,171,176,Smith,PERSON
stanford,mdp.39015041788319,48,218,243,Cedar Swamp Burial Ground,ORGANIZATION
stanford,mdp.39015041788319,48,288,301,Samuel Ashbow,PERSON
stanford,mdp.39015041788319,48,347,361,Martha Uncas (,PERSON
stanford,mdp.39015041788319,48,463,468,Tribe,ORGANIZATION
stanford,mdp.39015041788319,48,516,532,Courtland Fowler,PERSON
booknlp,mdp.39015041788319,48,0,13,ASHBOW ASHBOW,PER
booknlp,mdp.39015041788319,48,127,133,Ashbow,PER
booknlp,mdp.39015041788319,48,161,166,Uncas,PER
booknlp,mdp.39015041788319,48,279,301,Reverend Samuel Ashbow,PER
booknlp,mdp.39015041788319,48,347,359,Martha Uncas,PER
booknlp,mdp.39015041788319,48,499,532,Little Hatchet / Courtland Fowler,PER
roberta,mdp.39015041788319,48,0,13,ASHBOW ASHBOW,LOC
roberta,mdp.39015041788319,48,118,125,Shantup,PER
roberta,mdp.39015041788319,48,127,133,Ashbow,PER
roberta,mdp.39015041788319,48,135,149,Burial Grounds,LOC
roberta,mdp.39015041788319,48,150,159,Cutchegan,PER
roberta,mdp.39015041788319,48,161,166,Uncas,PER
roberta,mdp.39015041788319,48,171,176,Smith,PER
roberta,mdp.39015041788319,48,237,243,Ground,LOC
roberta,mdp.39015041788319,48,288,301,Samuel Ashbow,PER
roberta,mdp.39015041788319,48,325,332,Mohegan,MISC
roberta,mdp.39015041788319,48,347,359,Martha Uncas,PER
roberta,mdp.39015041788319,48,374,381,Mohegan,MISC
roberta,mdp.39015041788319,48,471,491,Ashbow Burial Ground,LOC
roberta,mdp.39015041788319,48,499,513,Little Hatchet,PER
roberta,mdp.39015041788319,48,516,532,Courtland Fowler,PER
spacy-trf,mdp.39015041788319,48,118,125,Shantup,GPE
spacy-trf,mdp.39015041788319,48,127,133,Ashbow,LOC
spacy-trf,mdp.39015041788319,48,135,149,Burial Grounds,LOC
spacy-trf,mdp.39015041788319,48,150,159,Cutchegan,NORP
spacy-trf,mdp.39015041788319,48,161,166,Uncas,PERSON
spacy-trf,mdp.39015041788319,48,171,176,Smith,PERSON
spacy-trf,mdp.39015041788319,48,214,243,the Cedar Swamp Burial Ground,FAC
spacy-trf,mdp.39015041788319,48,288,301,Samuel Ashbow,PERSON
spacy-trf,mdp.39015041788319,48,325,332,Mohegan,NORP
spacy-trf,mdp.39015041788319,48,347,359,Martha Uncas,PERSON
spacy-trf,mdp.39015041788319,48,374,381,Mohegan,NORP
spacy-trf,mdp.39015041788319,48,471,491,Ashbow Burial Ground,LOC
spacy-trf,mdp.39015041788319,48,499,532,Little Hatchet / Courtland Fowler,PERSON
stanford,mdp.39015041788319,49,61,75,Tribal Council,ORGANIZATION
stanford,mdp.39015041788319,49,83,96,Ernest Gilman,PERSON
stanford,mdp.39015041788319,49,203,223,Gladys Tantaquidgeon,PERSON
stanford,mdp.39015041788319,49,225,241,Courtland Fowler,PERSON
stanford,mdp.39015041788319,49,246,274,Mary Virginia Goodwin Morgan,PERSON
stanford,mdp.39015041788319,49,278,292,Mohegan Church,ORGANIZATION
booknlp,mdp.39015041788319,49,54,59,Gilly,PER
booknlp,mdp.39015041788319,49,83,96,Ernest Gilman,PER
booknlp,mdp.39015041788319,49,203,223,Gladys Tantaquidgeon,PER
booknlp,mdp.39015041788319,49,225,241,Courtland Fowler,PER
booknlp,mdp.39015041788319,49,246,274,Mary Virginia Goodwin Morgan,PER
booknlp,mdp.39015041788319,49,278,292,Mohegan Church,FAC
booknlp,mdp.39015041788319,49,317,337,Dartmouth Collection,FAC
roberta,mdp.39015041788319,49,54,59,Gilly,PER
roberta,mdp.39015041788319,49,61,75,Tribal Council,ORG
roberta,mdp.39015041788319,49,83,96,Ernest Gilman,PER
roberta,mdp.39015041788319,49,203,223,Gladys Tantaquidgeon,PER
roberta,mdp.39015041788319,49,225,241,Courtland Fowler,PER
roberta,mdp.39015041788319,49,246,274,Mary Virginia Goodwin Morgan,PER
roberta,mdp.39015041788319,49,278,292,Mohegan Church,LOC
roberta,mdp.39015041788319,49,317,326,Dartmouth,ORG
roberta,mdp.39015041788319,49,327,337,Collection,MISC
spacy-trf,mdp.39015041788319,49,54,59,Gilly,PERSON
spacy-trf,mdp.39015041788319,49,61,75,Tribal Council,ORG
spacy-trf,mdp.39015041788319,49,83,96,Ernest Gilman,PERSON
spacy-trf,mdp.39015041788319,49,203,223,Gladys Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,49,225,241,Courtland Fowler,PERSON
spacy-trf,mdp.39015041788319,49,246,274,Mary Virginia Goodwin Morgan,PERSON
spacy-trf,mdp.39015041788319,49,278,292,Mohegan Church,ORG
stanford,mdp.39015041788319,50,129,135,Church,ORGANIZATION
stanford,mdp.39015041788319,50,168,174,Moshup,ORGANIZATION
stanford,mdp.39015041788319,50,383,394,New England,LOCATION
stanford,mdp.39015041788319,50,396,416,Gladys Tantaquidgeon,PERSON
booknlp,mdp.39015041788319,50,209,221,Mohegan Hill,GPE
booknlp,mdp.39015041788319,50,383,394,New England,GPE
booknlp,mdp.39015041788319,50,396,416,Gladys Tantaquidgeon,PER
booknlp,mdp.39015041788319,50,469,478,the Devil,PER
booknlp,mdp.39015041788319,50,517,525,Mohegans,PER
roberta,mdp.39015041788319,50,63,81,Wigwam (Green Corn,MISC
roberta,mdp.39015041788319,50,83,91,Festival,MISC
roberta,mdp.39015041788319,50,153,166,MOSHUP's ROCK,LOC
roberta,mdp.39015041788319,50,168,181,Moshup's Rock,LOC
roberta,mdp.39015041788319,50,209,221,Mohegan Hill,LOC
roberta,mdp.39015041788319,50,258,267,Christian,MISC
roberta,mdp.39015041788319,50,366,372,Moshup,PER
roberta,mdp.39015041788319,50,383,394,New England,LOC
roberta,mdp.39015041788319,50,396,416,Gladys Tantaquidgeon,PER
roberta,mdp.39015041788319,50,437,452,Euro-Christians,MISC
roberta,mdp.39015041788319,50,473,478,Devil,PER
roberta,mdp.39015041788319,50,517,525,Mohegans,MISC
spacy-trf,mdp.39015041788319,50,129,135,Church,ORG
spacy-trf,mdp.39015041788319,50,168,181,Moshup's Rock,LOC
spacy-trf,mdp.39015041788319,50,209,221,Mohegan Hill,GPE
spacy-trf,mdp.39015041788319,50,258,267,Christian,NORP
spacy-trf,mdp.39015041788319,50,383,394,New England,LOC
spacy-trf,mdp.39015041788319,50,396,416,Gladys Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,50,437,452,Euro-Christians,NORP
spacy-trf,mdp.39015041788319,50,517,525,Mohegans,NORP
stanford,mdp.39015041788319,51,284,295,Connecticut,LOCATION
stanford,mdp.39015041788319,51,398,410,Thames River,LOCATION
stanford,mdp.39015041788319,51,423,435,Martha Uncas,PERSON
stanford,mdp.39015041788319,51,799,813,Roger Williams,PERSON
stanford,mdp.39015041788319,51,817,849,Key Into the Language of America,ORGANIZATION
booknlp,mdp.39015041788319,51,284,295,Connecticut,GPE
booknlp,mdp.39015041788319,51,394,410,the Thames River,LOC
booknlp,mdp.39015041788319,51,414,421,Mohegan,GPE
booknlp,mdp.39015041788319,51,423,435,Martha Uncas,PER
booknlp,mdp.39015041788319,51,448,464,Fidelia Fielding,PER
booknlp,mdp.39015041788319,51,498,515,the MoheganPequot,LOC
booknlp,mdp.39015041788319,51,601,615,The Makiawisug,PER
booknlp,mdp.39015041788319,51,731,740,Fort Hill,GPE
booknlp,mdp.39015041788319,51,799,813,Roger Williams,PER
booknlp,mdp.39015041788319,51,842,849,America,GPE
roberta,mdp.39015041788319,51,284,295,Connecticut,LOC
roberta,mdp.39015041788319,51,398,410,Thames River,LOC
roberta,mdp.39015041788319,51,414,421,Mohegan,LOC
roberta,mdp.39015041788319,51,423,435,Martha Uncas,PER
roberta,mdp.39015041788319,51,448,464,Fidelia Fielding,PER
roberta,mdp.39015041788319,51,502,515,MoheganPequot,MISC
roberta,mdp.39015041788319,51,573,583,Makiawisug,MISC
roberta,mdp.39015041788319,51,585,598,Little People,MISC
roberta,mdp.39015041788319,51,605,615,Makiawisug,MISC
roberta,mdp.39015041788319,51,731,740,Fort Hill,LOC
roberta,mdp.39015041788319,51,775,784,Wampanoag,MISC
roberta,mdp.39015041788319,51,791,796,Notes,MISC
roberta,mdp.39015041788319,51,799,813,Roger Williams,PER
roberta,mdp.39015041788319,51,817,820,Key,MISC
roberta,mdp.39015041788319,51,826,849,the Language of America,MISC
spacy-trf,mdp.39015041788319,51,284,295,Connecticut,GPE
spacy-trf,mdp.39015041788319,51,394,410,the Thames River,LOC
spacy-trf,mdp.39015041788319,51,414,421,Mohegan,GPE
spacy-trf,mdp.39015041788319,51,423,435,Martha Uncas,PERSON
spacy-trf,mdp.39015041788319,51,448,464,Fidelia Fielding,PERSON
spacy-trf,mdp.39015041788319,51,573,583,Makiawisug,NORP
spacy-trf,mdp.39015041788319,51,605,615,Makiawisug,NORP
spacy-trf,mdp.39015041788319,51,731,740,Fort Hill,LOC
spacy-trf,mdp.39015041788319,51,799,813,Roger Williams,PERSON
stanford,mdp.39015041788319,52,36,42,Gladys,PERSON
stanford,mdp.39015041788319,52,171,181,Makiawisug,LOCATION
stanford,mdp.39015041788319,52,362,375,Little People,ORGANIZATION
stanford,mdp.39015041788319,52,468,473,Mundu,LOCATION
stanford,mdp.39015041788319,52,542,554,Spirit World,ORGANIZATION
stanford,mdp.39015041788319,52,587,600,Little People,ORGANIZATION
stanford,mdp.39015041788319,52,644,650,Moshup,LOCATION
stanford,mdp.39015041788319,52,656,661,Giant,ORGANIZATION
stanford,mdp.39015041788319,52,778,784,Granny,ORGANIZATION
booknlp,mdp.39015041788319,52,36,42,Gladys,PER
booknlp,mdp.39015041788319,52,118,131,Tantaquidgeon,PER
booknlp,mdp.39015041788319,52,167,181,the Makiawisug,PER
booknlp,mdp.39015041788319,52,377,392,Granny Squannit,PER
booknlp,mdp.39015041788319,52,408,422,the Makiawisug,LOC
booknlp,mdp.39015041788319,52,468,473,Mundu,PER
booknlp,mdp.39015041788319,52,616,631,Granny Squannit,PER
booknlp,mdp.39015041788319,52,644,650,Moshup,PER
booknlp,mdp.39015041788319,52,728,744,the Lady Slipper,PER
booknlp,mdp.39015041788319,52,778,784,Granny,PER
booknlp,mdp.39015041788319,52,1006,1020,the Makiawisug,PER
roberta,mdp.39015041788319,52,0,10,Makiawisug,MISC
roberta,mdp.39015041788319,52,36,42,Gladys,PER
roberta,mdp.39015041788319,52,85,91,People,MISC
roberta,mdp.39015041788319,52,109,115,People,MISC
roberta,mdp.39015041788319,52,118,131,Tantaquidgeon,PER
roberta,mdp.39015041788319,52,171,181,Makiawisug,MISC
roberta,mdp.39015041788319,52,369,375,People,MISC
roberta,mdp.39015041788319,52,377,392,Granny Squannit,PER
roberta,mdp.39015041788319,52,412,422,Makiawisug,MISC
roberta,mdp.39015041788319,52,468,473,Mundu,PER
roberta,mdp.39015041788319,52,488,494,People,MISC
roberta,mdp.39015041788319,52,594,600,People,MISC
roberta,mdp.39015041788319,52,616,631,Granny Squannit,PER
roberta,mdp.39015041788319,52,644,650,Moshup,PER
roberta,mdp.39015041788319,52,616,622,Granny,PER
roberta,mdp.39015041788319,52,825,832,Mohegan,MISC
roberta,mdp.39015041788319,52,941,947,People,MISC
roberta,mdp.39015041788319,52,1010,1020,Makiawisug,MISC
spacy-trf,mdp.39015041788319,52,0,10,Makiawisug,NORP
spacy-trf,mdp.39015041788319,52,36,42,Gladys,PERSON
spacy-trf,mdp.39015041788319,52,171,181,Makiawisug,NORP
spacy-trf,mdp.39015041788319,52,377,392,Granny Squannit,PERSON
spacy-trf,mdp.39015041788319,52,412,422,Makiawisug,NORP
spacy-trf,mdp.39015041788319,52,468,473,Mundu,PERSON
spacy-trf,mdp.39015041788319,52,623,631,Squannit,PERSON
spacy-trf,mdp.39015041788319,52,728,744,the Lady Slipper,PRODUCT
spacy-trf,mdp.39015041788319,52,778,784,Granny,PERSON
spacy-trf,mdp.39015041788319,52,825,832,Mohegan,NORP
stanford,mdp.39015041788319,53,72,85,Jayne Fawcett,PERSON
stanford,mdp.39015041788319,53,110,130,Harold Tantaquidgeon,PERSON
stanford,mdp.39015041788319,53,154,159,Uncas,PERSON
booknlp,mdp.39015041788319,53,0,12,Sachem Uncas,PER
booknlp,mdp.39015041788319,53,72,85,Jayne Fawcett,PER
booknlp,mdp.39015041788319,53,104,130,Chief Harold Tantaquidgeon,PER
booknlp,mdp.39015041788319,53,154,159,Uncas,PER
roberta,mdp.39015041788319,53,7,12,Uncas,PER
roberta,mdp.39015041788319,53,72,85,Jayne Fawcett,PER
roberta,mdp.39015041788319,53,110,130,Harold Tantaquidgeon,PER
roberta,mdp.39015041788319,53,154,167,Uncas' Spring,LOC
roberta,mdp.39015041788319,53,200,213,Uncas' Spring,LOC
spacy-trf,mdp.39015041788319,53,0,12,Sachem Uncas,PERSON
spacy-trf,mdp.39015041788319,53,72,85,Jayne Fawcett,PERSON
spacy-trf,mdp.39015041788319,53,110,130,Harold Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,53,200,213,Uncas' Spring,LOC
stanford,mdp.39015041788319,54,50,61,New England,LOCATION
stanford,mdp.39015041788319,54,86,107,State Police Barracks,ORGANIZATION
stanford,mdp.39015041788319,54,111,120,Montville,LOCATION
stanford,mdp.39015041788319,54,122,133,Connecticut,LOCATION
stanford,mdp.39015041788319,54,150,162,Sachem Uncas,PERSON
stanford,mdp.39015041788319,54,176,183,Council,ORGANIZATION
stanford,mdp.39015041788319,54,296,303,Council,ORGANIZATION
stanford,mdp.39015041788319,54,414,429,Caleb Cutchegan,PERSON
booknlp,mdp.39015041788319,54,50,61,New England,GPE
booknlp,mdp.39015041788319,54,111,120,Montville,GPE
booknlp,mdp.39015041788319,54,122,133,Connecticut,GPE
booknlp,mdp.39015041788319,54,150,162,Sachem Uncas,PER
booknlp,mdp.39015041788319,54,414,429,Caleb Cutchegan,PER
roberta,mdp.39015041788319,54,50,61,New England,LOC
roberta,mdp.39015041788319,54,86,98,State Police,ORG
roberta,mdp.39015041788319,54,99,107,Barracks,LOC
roberta,mdp.39015041788319,54,111,120,Montville,LOC
roberta,mdp.39015041788319,54,122,133,Connecticut,LOC
roberta,mdp.39015041788319,54,176,183,Council,ORG
roberta,mdp.39015041788319,54,414,429,Caleb Cutchegan,PER
spacy-trf,mdp.39015041788319,54,50,61,New England,LOC
spacy-trf,mdp.39015041788319,54,82,107,the State Police Barracks,FAC
spacy-trf,mdp.39015041788319,54,111,120,Montville,GPE
spacy-trf,mdp.39015041788319,54,122,133,Connecticut,GPE
spacy-trf,mdp.39015041788319,54,150,162,Sachem Uncas,ORG
spacy-trf,mdp.39015041788319,54,176,183,Council,ORG
spacy-trf,mdp.39015041788319,54,296,303,Council,ORG
spacy-trf,mdp.39015041788319,54,414,429,Caleb Cutchegan,PERSON
booknlp,inu.39000000903711,35,248,257,kana?nesgi,GPE
roberta,inu.39000000903711,35,38,61,sagwu iyuwakdi usdagalv,ORG
roberta,inu.39000000903711,35,63,69,hawini,ORG
roberta,inu.39000000903711,35,71,86,gohidale ganhge,ORG
roberta,inu.39000000903711,35,91,93,to,ORG
roberta,inu.39000000903711,35,136,144,sduhvsgv,ORG
roberta,inu.39000000903711,35,147,156,ayvsdisgv,ORG
roberta,inu.39000000903711,35,158,166,usdagalv,ORG
roberta,inu.39000000903711,35,207,215,uniluhje,ORG
roberta,inu.39000000903711,35,222,238,unigohe usdagalv,ORG
roberta,inu.39000000903711,35,277,296,hla gohusd yuyehidi,ORG
roberta,inu.39000000903711,35,299,307,unadvhne,ORG
roberta,inu.39000000903711,35,316,328,yigikdvhusga,ORG
spacy-trf,inu.39000000903711,35,15,37,anadisgo dinadaniyisgi,PERSON
spacy-trf,inu.39000000903711,35,71,86,gohidale ganhge,PERSON
spacy-trf,inu.39000000903711,35,169,221,nogwuhno vsgwu anadisgo dinadaniyisgi uniluhje?i ale,PERSON
spacy-trf,inu.39000000903711,35,248,267,kananesgi uhnila?dv,PERSON
spacy-trf,inu.39000000903711,35,277,296,hla gohusd yuyehidi,PERSON
spacy-trf,inu.39000000903711,35,310,329,ahani yigikdvhusga.,PERSON
spacy-trf,inu.39000000903711,35,330,369,"Hla kilo yigvwedola ahani nahlekv?igwu""",PERSON
stanford,inu.39000000903711,41,175,187,Henry Parris,ORGANIZATION
booknlp,inu.39000000903711,41,123,155,neladu isgohitsgwa sudalsgohisgi,PER
roberta,inu.39000000903711,41,0,7,Phillip,PER
roberta,inu.39000000903711,41,8,29,kynigesv nuwanelidolv,ORG
roberta,inu.39000000903711,41,32,54,Hawini Dulotsgv dojudo?,ORG
roberta,inu.39000000903711,41,57,121,"higsgohi iyuhiiloda ahnigida iyv uweti
Disohyv Anvhyi jo'sgohine",ORG
roberta,inu.39000000903711,41,123,155,neladu isgohitsgwa sudalsgohisgi,ORG
roberta,inu.39000000903711,41,188,193,jasga,ORG
roberta,inu.39000000903711,41,196,243,ho'i iyusdi udahyilv juwa sohisdi uwotida uweyv,ORG
roberta,inu.39000000903711,41,246,280,akehisv jojidahnawi nidayuninvsida,ORG
spacy-trf,inu.39000000903711,41,0,31,Phillip kynigesv nuwanelidolv’i,PERSON
spacy-trf,inu.39000000903711,41,77,95,ahnigida iyv uweti,PERSON
spacy-trf,inu.39000000903711,41,96,121,Disohyv Anvhyi jo'sgohine,PERSON
spacy-trf,inu.39000000903711,41,123,155,neladu isgohitsgwa sudalsgohisgi,PERSON
spacy-trf,inu.39000000903711,41,157,167,"akinejv?i,",PERSON
spacy-trf,inu.39000000903711,41,168,195,asehno Henry Parris jasga?i,PERSON
spacy-trf,inu.39000000903711,41,201,229,iyusdi udahyilv juwa sohisdi,PERSON
spacy-trf,inu.39000000903711,41,230,280,uwotida uweyv?i akehisv jojidahnawi nidayuninvsida,PERSON
stanford,inu.39000000903711,45,85,100,Jalagihi Ayehli,PERSON
booknlp,inu.39000000903711,45,85,100,Jalagihi Ayehli,PER
booknlp,inu.39000000903711,45,229,236,Sogwili,PER
roberta,inu.39000000903711,45,0,23,guhlvdv ahlahvsgv ajila,ORG
roberta,inu.39000000903711,45,25,51,Ujvtanvhi gesv digadayosdi,ORG
roberta,inu.39000000903711,45,53,83,dinugdisg junugtanvhi nigesyna,ORG
roberta,inu.39000000903711,45,85,100,Jalagihi Ayehli,ORG
roberta,inu.39000000903711,45,102,160,Iyuhlilodagwu nidodayunahnigida anichuja aniluhgv anadisgo,ORG
roberta,inu.39000000903711,45,161,183,i junidayosdi ugvwahli,ORG
roberta,inu.39000000903711,45,188,225,yulykwisdigwu gesy selu gadu unigehdi,ORG
roberta,inu.39000000903711,45,229,258,Sogwili junalasulo digohlvsgi,ORG
roberta,inu.39000000903711,45,270,294,vsgwu galogwe digohlvsgi,ORG
roberta,inu.39000000903711,45,299,323,dikahnowadvsdi disinasda,ORG
roberta,inu.39000000903711,45,332,340,anadisgo,ORG
roberta,inu.39000000903711,45,344,356,na aniyonega,ORG
roberta,inu.39000000903711,45,358,379,usganvjvhi gehyahtahi,ORG
roberta,inu.39000000903711,45,388,406,ta’lsgo jo'i iyani,ORG
roberta,inu.39000000903711,45,407,431,i anisgaya utana galogwe,ORG
roberta,inu.39000000903711,45,436,490,"adawelgisgi ditasgisgi neladu isgohitsgwa
sohneisgo ta",ORG
roberta,inu.39000000903711,45,518,541,kvnigesv unihlvne ayelv,ORG
roberta,inu.39000000903711,45,544,546,na,ORG
roberta,inu.39000000903711,45,549,578,danalehysge danadahlilosdisgv,ORG
roberta,inu.39000000903711,45,613,628,junigowhtvdohdi,ORG
spacy-trf,inu.39000000903711,45,0,24,guhlvdv ahlahvsgv ajila.,PERSON
spacy-trf,inu.39000000903711,45,25,51,Ujvtanvhi gesv digadayosdi,PERSON
spacy-trf,inu.39000000903711,45,63,83,junugtanvhi nigesyna,PERSON
spacy-trf,inu.39000000903711,45,85,100,Jalagihi Ayehli,PERSON
spacy-trf,inu.39000000903711,45,102,228,Iyuhlilodagwu nidodayunahnigida anichuja aniluhgv anadisgo?i junidayosdi ugvwahli ale yulykwisdigwu gesy selu gadu unigehdi'i.,PERSON
spacy-trf,inu.39000000903711,45,229,331,Sogwili junalasulo digohlvsgi gese'i ale vsgwu galogwe digohlvsgi ale dikahnowadvsdi disinasda gese?i.,PERSON
spacy-trf,inu.39000000903711,45,358,387,usganvjvhi gehyahtahi gese?i.,PERSON
spacy-trf,inu.39000000903711,45,388,431,ta’lsgo jo'i iyani'i anisgaya utana galogwe,PERSON
spacy-trf,inu.39000000903711,45,488,582,ta’li udetiyvsadisy gvhwale?i kvnigesv unihlvne ayelv?i na?v danalehysge danadahlilosdisgv?i (,PERSON
booknlp,inu.39000000903711,49,10,16,Junsdi,PER
roberta,inu.39000000903711,49,0,6,nuwesy,ORG
roberta,inu.39000000903711,49,10,71,Junsdi dunihalagohvsgv dekanvwisge edoda diniholi da jota’ehv,ORG
roberta,inu.39000000903711,49,72,143,"i.
vsgi nadvnehe anadisgo nvdigalsdohdisge uwasa udoda hla ugohv yigese",ORG
roberta,inu.39000000903711,49,144,163,"i.
hlahno yagwanhta",ORG
roberta,inu.39000000903711,49,165,227,asesgini unijati aniyvwiya danatihnohihe junsdi vsgi ijuwahndi,ORG
roberta,inu.39000000903711,49,229,250,ale nigada dunadiwsge,ORG
roberta,inu.39000000903711,49,254,281,Ale vsgwu utahlawosati gesv,ORG
