	htid	page_seq	pre_sent	ent_sent	post_sent
116	mdp.39015041788319	00000026	Some of the tumultuous events of Martha's life, including the births of her seven children, are synthesized in the following description by her student Emma Baker:	Martha married (John) Uncas and had two children Levi and Mary, Uncas got mad set the wigwam afire and ran away, was in the revolutionary war, was with Arnold went to Canada, have heard him tell how much he suffered and one thing made me remember it.	Mrs. Sigourney sent my brother a little book that had an account and scenes of different battles of the war and I remember one picture in the background stood an Indian just ready to strike with his tomahawk and always thought it was John Uncas.
117	mdp.39015041788319	00000032	That era was followed by the legal revolution of minority rights during the 1960's.	By the 1970's, various interpretations of new court decisions, regarding the rights of Native Americans, suggested that Mohegans could better exercise their sovereignty with a written Tribal constitution.	That change to a constitutional government was officially completed by 1980 to facilitate the Tribe's application for Federal Recognition from the Bureau of Indian Affairs in Washington D.C..
118	mdp.39015041788319	00000036	The tribal constitution confers membership upon those who trace their ancestry to the 1861 tribal role and who have remained involved in tribal activities.	Due to our close interaction with the English and others, our people look like a cross section of America.	Mohegans come in all colors, engage in all types of occupations, and live in various types of homes.
119	mdp.39015041788319	00000022	By enabling overseers to sell tribal lands, the state bolstered its own domination land interests in direct violation of federal law.	For generations thereafter, Non-Indians violated this 1790 Trade and Intercourse Act regarding Mohegan land rights.	The Mohegan Tribal archives contain numerous petitions reflecting the continous illegal taking of Mohegan lands.
120	mdp.39015041788319	00000023	The three Mohegans who contributed the land for Mohegan Church were Occum's sister, Lucy Occum Tantaquidgeon (1729-1827), her daughter Lucy Tantaquidgeon Teecomwas, and her granddaughter Cynthia Teecomwas Hoscott.	They were assisted in fundraising by a Non-Indian missionary from Norwich named Sarah Lanman Huntington.	"The Mohegan reservation was so isolated in that era that Huntington states she found her way to Mohegan only “by the sound of the woodchopper's axes.""."
121	mdp.39015041788319	00000037	Fidelia did not teach her protege, Gladys Tantaquidgeon, much of the Mohegan-Pequot dialect.	Native language-speaking was prohibited during Fidelia's youth, and she feared that Gladys would suffer reprisal if she learned Mohegan-Pequot.	That dialect is not directly translatable into English, as it reflects a completely different worldview.
122	mdp.39015041788319	00000021	David Fowler built (the) first house and on 1117185 Occums Company met there to organize a Government named Brothertown.	Jacob FowlerClerk Roger Wamby, David Fowler, Elijah Wampey, John Fuhy and Abraham Simon---trustees for one year.	Finally all lands absorbed by Whites and Indians removed to Brothertown Wisconsin named after their first settlement in New York State 30 American Revolution
123	mdp.39015041788319	00000035	In their accord, the Mohegan Tribe agreed to terminate their ancient land claim suit.	In that lawsuit, the State was cited for violating the 1790 Trade and Intercourse Act.	As recompense, the State acknowledged the Tribe's right to build a Destination Resort and pursue long-term economic development.
124	mdp.39015041788319	00000034	The Mohegans first petitioned for federal acknowledgement in 1978.	In a 1989 “Proposed Finding”, the Tribe was denied federal status due to insufficient evidence regarding tribal social and political activities during the 1940's and 1950's.	The system of Mohegan female sociocultural authority, prevalent during that time frame, had escaped the notice of government researchers who had limited their focus to male leadership.
125	mdp.39015041788319	00000020	This dispute divided the Mohegan reservation into two villages---one called John's Town and the other known as Ben's Town.24	Medicine Woman Emma Baker recorded the Tribe's support of John Uncas over Ben Uncas as follows: Mamohet the rightful heir died in England in 1737.	The rights of Sachemship devolved upon old John Uncas, grandson of Uncas.
126	mdp.39015041788319	00000053	Sachem Uncas lived from 1598-1683.	The following words of tribal member Jayne Fawcett recall her uncle, Chief Harold Tantaquidgeon, teaching her to honor Uncas' Spring as a child: He would take me to Uncas' Spring, usually to clean it out.	It is in a wooded area and there is a well pool at the end that sometimes fills up with dirt and leaves.
127	mdp.39015041788319	00000052	"Makiawisug Offering Basket, Made by Gladys recall was that she knew about the Little People about the Little People "" Tantaquidgeon circa 1930."	who live in the woods, the Makiawisug.	I recall that on one occasion here was a family dinner and meeting in the old parsonage, a half a mile down the road from here.
128	mdp.39015041788319	00000046	The significance of this area derives from the Tribe's continuous existence there under the watchful eye of Gunche Mundu, the Great Mystery and Creator of All Things.	The writings of Fidelia Fielding are particularly eloquent in expressing Mohegan feelings towards Mundu, the Great Mystery and life force within all things.	In the following passage, Fidelia reflects on Mundu's gifts: ...Mundu is good because he knows we need water so that potatoes will grow and hay so creatures will eat hay ... that is why people must love Mundu, because Mundu knows all things, can do all things today and tomorrow and his strength is so great this earth he created.
129	mdp.39015041788319	00000050	Lamentations, Chapter V	In 1956, tribespeople joined to hold a Wigwam (Green Corn) Festival to commemorate the completion of the Church's restoration.63	"MOSHUP's ROCK  Moshup's Rock / “The Devil's Footprint"", Mohegan Hill"
130	mdp.39015041788319	00000045	Returning to Connecticut in 1948 to become a paymaster for a local industry, he married Ida Page of New London the following year.	Their son Paul was born in 1952, as working as a Curtis Candy Company Ralph W. Sturges, World War II salesperson.	Shortly after that, he transferred to the George Greer company, where he was also a salesperson.
131	mdp.39015041788319	00000051	He was so large and powerful that he could pick up a large rock and throw it into the water.	Someone interfered with his plans and he became so angry that his feet turned firey red and he left that area and stepped from where he lived on that island to the mainland and into parts of Connecticut.	The stones where he stepped were called 'Devil's Footprints” ...
132	mdp.39015041788319	00000040	These domes are shaped like semi-circular turtle-backs, or wigwams.	"The circle, often seen at the center of the four domes, represents the supreme life force, that spiritual power felt the whole world over-""The Circle of Life.” Gladys and Jayne again offer the following interpretation:  "	To the Mohegan, designs and life are more Mohegan Basket with traditional Four Dome Design than simple representations of nature.
133	mdp.39015041788319	00000054	This site is the largest free standing boulder in New England.	It is located near the State Police Barracks in Montville, Connecticut.	At this place, Sachem Uncas met with his Council members in the seventeenth century.
134	mdp.39015041788319	00000042	Mention of later Sachems is rarely made; perhaps, due to the fact that the Tribe feared for their lives.	The following words of historian John Deforest reflect his endorsement of the colony's-puppet, Mohegan Ben Uncas III and then Isaiah Uncas; they also suggest that fearful repercussions would have resulted had the Mohegans countered the colony's will: Isaiah Uncas died sometime during 1770 and with him expired the male line of the Ben Uncas family.	Neither John, the rival pretender, nor any other person, dared assume the office against the will of the colony.
135	pst.000032468786	00000112	Marriage would mean losing her independence.	"She would become “Mrs. Carlos Montezuma,"" and the identity for which she had sacrificed so much would be submerged."	May 7, 1901
136	pst.000032468786	00000071	In a little while I came in sight of my mother's house.	David stood in the yard, laughing at an old man who was pointing his forefinger and waving his hand toward the hills.	With his blanket drawn over one shoulder, the old man talked and motioned excitedly.
137	pst.000032468786	00000105	Steadman recognized Carlos's exceptional abilities and encouraged him as he worked his way through college and medical school.	So did Richard Henry Pratt, who always referred to Carlos in his speeches as an example of what Indians could achieve with education.	Now Carlos was practicing medicine in Chicago.
138	pst.000032468786	00000111	If my giving you the preference to a long list of applicants conveys no meaning to you, words would be sounding metals only.	On my list are these men: 1a well-known German violinist 2a Harvard professor 3a Harvard postgraduate 4a well-known writer 5a man of a prominent New York family 6four Western men scattered from Montana to Dakota	I have not counted any of last year's nor those previous, for it would be too long a task.
139	pst.000032468786	00000139	The tension between them eased, but Zitkala-Sa felt they had to find a way to leave this suffocating place before it destroyed them.	In June she took Ohiya to Nauvoo, Illinois, to enroll him in a Benedictine boarding school.	She trusted the Benedictines and wanted her son to have a Catholic education, which he could not get in Utah.
140	pst.000032468786	00000138	There was no one in our house at the time of our misunderstanding.	Yet Mr. Baker, acting agent in the agency, upon hearsay, has written to the Commissioner of Indian Affairs that my husband assaulted me in a jealous rage.	This injures Mr. Bonnin's name as well as mine.
141	pst.000032468786	00000110	I stop until I have your reply.	Then I shall be better able to say whether you shall be permitted to meet me in Chicago on my way to the reservation or whether it would be wiser to pass through without your knowledge.	I am quite equal for either.
142	pst.000032468786	00000058	She understood enough of the woman's words to realize that she had taught us the wrong reply.	"Just then I heard Totówin's tremulous answer, ""No."""	With an angry exclamation the woman spanked Totówin hard.
143	pst.000032468786	00000074	Others sank into depression and alcoholism.	On December 15, 1890, the great Sioux leader Sitting Bull was murdered by Indian police sent to arrest him.	Fourteen days later, on December 29, over 300 Sioux men, women, and children were massacred at Wounded Knee in South Dakota.
144	pst.000032468786	00000128	Raymond's supervisor was not pleased by his pointing out overcharges by white contractors, nor was he pleased with the frequent tribal councils held in Raymond's yard.	Raymond was balancing Ohiya on one knee and taking notes on the other knee.	Zitkala-Sa tied her horse to the fence, and despite her weariness after a day of teaching, she relieved Raymond of Ohiya and of note taking.
145	pst.000032468786	00000129	One million was added to a forest reserve, the other million set aside for white homesteaders.	Now more Mormons lived on the reservation than Utes.	Finally accepting that they were beaten, most Utes took their allotments and found out that the best agricultural land had been reserved for Mormon settlers.
146	pst.000032468786	00000075	When the bookkeeper left, she took over that job too.	Having been trained by her elders to listen and remember, she easily memorized the names, dates, and important facts in American history.	She appreciated the energy and achievements of the century-old nation despite its brutality toward the Indians.
147	pst.000032468786	00000077	David worked there as a clerk for the Bureau of Indian Affairs.	It is not known what David thought of Gertrude's decision to go to college, but Victoria disapproved.	She wrote Gertrude that she was deserting home and suggested that if she continued on this path, she should give up the family name.
148	pst.000032468786	00000117	He called her Sky Star and gave her a ruby ring as a token of his esteem.	She wore his ring, not Carlos's.	The friendship grew into love.
149	pst.000032468786	00000102	Four months after Gertrude went to Boston, Thomas unexpectedly died of measles.	Soon after, her Quaker sponsor wrote her that she could no longer give her money.	In despair, Gertrude turned to her new friend Ethel for comfort.
150	pst.000032468786	00000116	Hereafter that time will be indefinite.	Zitkala as The “other fellow” was Raymond Telephause Bonnin, a Yankton from her reservation.	Raymond's father, Joseph, was of French descent and his mother, Emily, a Yankton.
151	pst.000032468786	00000076	The Wabash Times called her speech “a masterpiece that has never been surpassed in eloquence or literary perfection by any girl in this county.”	A Quaker woman offered to pay Gertrude's tuition at Earlham College, a Quaker school in Richmond, Indiana.	Gertrude accepted.
152	pst.000032468786	00000171	Her mother had taught her to look carefully, “take in all in a single glance.”	She remembered an Iktomi story that warned her what happens to those who foolishly trust the untrustworthy: Iktomi sat in his tipi thinking, Where will I get my next meal?	He put on his beaded deerskin jacket, deerskin leggings with long fringes on the sides, and beaded moccasins.
153	pst.000032468786	00000165	She wants to live among her people, whose language she speaks.	Martha has more than enough means for herself and her child.	I met her father, John Washington, who is a bricklayer and stone cutter.
154	pst.000032468786	00000158	She wrote to Bruce Kinney, General Superintendent of the American Baptist Home Mission Society, and to Captain Richard Henry Pratt that Mooney should be fired from his job with the Bureau of Ethnology.	Pratt agreed and dashed off letters to various senators and federal officials stating that Mooney “never was anything but a curse to the Indian.”	Their vindictive campaign did not succeed in getting Mooney fired, but he was barred from visiting Indian reservations in Oklahoma.
155	pst.000032468786	00000164	The Court would not hear the story of Martha's deprivations and poverty, but much went into its records about her father being a worthless drunkard and that Martha had no sense of the value of money, nor of right and wrong, and that she was crazy.	Within a half hour the Court dismissed the case.	Wom vas dUS was a I felt an overwhelming indignation at the legal helplessness of a poor, rich Indian woman.
156	pst.000032468786	00000170	The reservations were still prisons with invisible walls dominated by federal officials who controlled Indian lives and money.	Four years earlier she and Raymond had formed their own organization, the National Council of American Indians (NCAI), hoping to unite Indians into a political force.	Perhaps then politicians would help them.
157	pst.000032468786	00000166	The state bar association denounced the unscrupulous lawyer-guardians.	Oklahoma state lawmakers set limits on guardian fees, but many guardians found ways around the law to continue swindling their wards of money.	The federal government brought corruption charges against twenty-four guardians, but all escaped punishment by settling out of court.
158	pst.000032468786	00000172	"""Show us what is in your blanket!'' cried out other voices."	"""My friends,"" Iktomi said, “I do not want to spoil your dance, for you would stop dancing if you knew what is in my blanket."""	This reply broke up the circle.
159	pst.000032468786	00000163	As the widow of an Osage man, Martha Axe Roberts was entitled to $15,000 a year.	But her guardian, L. T. Hill, gave her only $1.50 a week.	She fled his control and took her two children to live near her parents.
160	pst.000032468786	00000161	They condemned the guardian system and recommended that control over Indian property be given back to federal officials.	To dramatize the injustices, Zitkala-Sa documented the lives of some “poor rich” Indians, such as Ledcie Stechi:	Little Ledcie Stechi, a Choctaw minor, seven years old, owned rich oil property in McCurtain County.
161	pst.000032468786	00000150	Charles Eastman, the president of the Society of American Indians, was here to testify for her side.	Writer, lecturer, and doctor, Eastman was the most well-known college-educated Indian in the United States.	Richard Henry Pratt was seated next to Eastman.
162	pst.000032468786	00000151	Lone Bear learned that John Mc Cook, the brother-in-law of the revered Ute chief Ouray, had been ill for many years and had found no relief from either traditional or Western medicine.	Lone Bear predicted he would cure him if Mc Cook and others joined him in the ritual of eating the sacred peyote.	Mc Cook agreed and, after one meeting, declared himself healed.
163	pst.000032468786	00000152	Mooney saw the peyote meetings as a unifying experience, a chance for Indians to join with friends and relatives the way they had before federal policy separated them from their kin.	From many years of working among missionaries and Bureau officials, Mooney knew intimately how most despised Indian rituals.	He had stopped trying to convince them otherwise but hoped that he might make the senators understand that peyotism was an authentic ritual and that Indians had the inalienable right to worship as they pleased.
164	pst.000032468786	00000142	, she set up weekly sewing classes in an abandoned warehouse at the agency.	Here Ute women sewed for those who didn't have the money to buy clothing or couldn't see well enough anymore to sew.	They visited the elderly and sick and brought them food.
165	pst.000032468786	00000155	I did not know the technical terms of peyote; I never saw the thing grow, but common horse sense told me that the indiscriminate use of a powerful drug was dead wrong.	I know of at least thirty deaths from the use of peyote among the Utes.	A man named Weecheget took an overdose and became wild.
166	pst.000032468786	00000140	Self-help through race consciousness, the letters had said.	Active membership in the Society of American Indians was limited to persons of Indian blood.	Only Indians could assume leadership positions.
167	pst.000032468786	00000168	The senator suggested they tell their story to the House Committee on Indian Affairs.	Zitkala-Sa saw Oran's hopeful face.	She was not as hopeful.
168	pst.000032468786	00000127	The road got more cluttered as Zitkala-Sa neared home.	The Bonnins' small cottage was in a cluster of buildings at Fort Duchesne.	Home was cramped with four adults and their three-year-old son, Ohiya.
169	pst.000032468786	00000126	It was issue day.	The Utes were returning home after a day at the Indian agency at Fort Duchesne, the army base on the reservation.	For hours they had stood in the sun, waiting for the Indian agents to divide up the dry foods, slaughter the cattle, and distribute the meat.
170	pst.000032468786	00000132	However, when she converted, Sundays found him with her at mass in South Dakota.	There was no Catholic church or even a priest here.	Most of the white Bureau employees were Episcopalians, and many were prejudiced against Catholics.
171	pst.000032468786	00000046	There were eight in our party—three young boys, two tall girls, Judéwin, our friend Totówin, and I.	We dreamed of roaming as freely and happily under a sky of rosy apples as we had chased the cloud shadows on the Dakota plains.	At most partings both children and parents wept uncontrollably.
172	pst.000032468786	00000130	Three years later, in 1909, ZitkalaSa felt quite different about life on the reservation.	On a night like so many others, the children were enrapt listening to Bad Hand's stories of the great battles when the Sioux had triumphed over the wašíčun.	David's daughter Irene had come to stay with them a year ago, and she loved Bad Hand's stories as much as her younger cousin did.
173	pst.000032468786	00000118	If not, then this is the last letter.	Good-by, Zitkala	"Six days later she decided to give Carlos ""another chance."""
174	pst.000032468786	00000092	I was surprised to learn that he no longer had this job.	"Seeing the puzzled expression on my face, my mother continued, ""Oh, has David not told you that the Great Father at Washington sent a white son to take your brother's pen from him?"	"Since then he has not been able to make use of his education."""
175	pst.000032468786	00000079	"She concluded by regurgitating the lessons of boarding school that had been drummed into her: If Indians were to rise from their ignorance, they had to adopt the “white man's ways."""	Out of the principles of the Great Charter has arisen in America a nation of free men and free institutions.	Among its rivers and mountains, in its stately forests and on its broad prairies, millions of workers have built great factories, commercial highways, fruitful farms, and productive mines.
176	pst.000032468786	00000082	S	A month later Gertrude was chosen to represent Earlham in a competition of college orators at Indianapolis.	She was the only woman speaker and the only Indian.
177	pst.000032468786	00000135	The plot centered on the commitment of Ohiya, a Sioux man, to complete the  SUNThe Sun Dance Opera Company, 1915.	(Courtesy of the Photographic Archives, Harold B. Lee Library, Brigham Young University, Provo, UT.)	Sun Dance to prove his worthiness for his beloved, Winona.
178	pst.000032468786	00000083	In my mind I saw my mother far away on the Western plains, and she was angry at me.	The telephone brought word of Gertrude's triumph to Earlham students who had not gone to Indianapolis, and they raced through the campus shouting the happy news.	Banners and bunting were draped over the entrance of Earlham Hall and wrapped around its staircase and in the student parlor.
179	pst.000032468786	00000097	A few blocks away Thomas Marshall, a Lakota from the Pine Ridge Reservation, was enrolled as a sophomore at Dickinson College.	Gertrude and Thomas had been classmates at White's.	The details of their romance are not known, but they became engaged at some point during the eighteen months that Gertrude was at Carlisle.
180	pst.000032468786	00000081	"America entered upon her career of freedom and prosperity with the declaration that “all men are born free and equal."""	Can you as Americans deny equal opportunities to an American people in their struggle to rise from ignorance and degradation?	"We come from mountain fastnesses, from cheerless plains, from far-off low-wooded streams, seeking the ""white man's ways."""
181	pst.000032468786	00000095	The plot worked: All the communal land was sold to white settlers.	As a result of the Dawes Act, 138 million acres of Indian-owned lands in the United States were reduced to 47 million acres.	When Gertrude's brother David lost his government job, he began farming so he could feed his wife and two small children.
182	pst.000032468786	00000136	They had divided the job of directing and producing.	William had trained the orchestra and chorus of adults and children from Vernal.	Zitkala-Sa enlisted Ute friends to create authentic costumes.
183	pst.000032468786	00000137	She could understand that he was pained at her being away, but how dare he accuse her of caring for another man.	Of course she liked Asa Chapman.	He was an interesting, cultured man.
184	pst.000032468786	00000057	We shook the snow off ourselves and walked slowly toward the woman.	Judéwin said, “The paleface is angry with us.	She is going to punish us for falling into the snow.
185	uc1.b4102033	00000112	"""Never had a chance,"" answered Bear."	“That's the answer,” said Flying Head.	"“Never had a chance!"" “Well, I'm hungry and sleepy,” said Bear, “and I am mad."
186	uc1.b4102033	00000073	Joeagah soon found out that the crabs were shy and that the spy yelled whenever he came down to drink.	Having found out how good crabs taste, Joeagah wanted a crab everytime he drank.	He made up his mind to play a trick.
187	uc1.b4102033	00000067	Not a soul could guess what it was, not even clever Non-gwat-gwa, the fox.	Fox was very curious about Ted-oh's treasure and made up his mind he would run over for a visit and have a little gambling game with Woodchuck.	Fox had some tricks of his own and knew just how to win.
188	uc1.b4102033	00000105	"He grabbed one of the wives—the most tender—and said, “You wicked woman, to leave your good husband !"""	So poor, tender, little Oseedah woman went down Sayno's throat, and her feet and ears were added to Sayno's treasure chest.	The other woman just trembled and shook and quivered with fright.
189	uc1.b4102033	00000139	“I'll fix him!”.	“What will you do?” inquired Wolf of each chief at the council.	"""I'll chew off his legs,"" called out Rabbit."
190	uc1.b4102033	00000128	There had been a famine and for many weary days little Mink Boy had not caten even a mouthful.	Father Mink felt bad about this, for he wanted Mink Boy to grow up and be a powerful hunter.	So what should old Mink do but sneak out from his home in a hollow log and vow not to return until he had secured fat Rabbit.
191	uc1.b4102033	00000114	"More “grr-rrr” and more ""oof.”"	After awhile, Bear saw that Buffalo was a whole lot bigger than he thought he was.	Buffalo was a big fellow and had wicked horns.
192	uc1.b4102033	00000129	Ho!	Raccoon made up his mind to fix Mink.	He threw down a stone and hit Mink right on the top of the head.
193	uc1.b4102033	00000061	Up in the top of a tall maple a wheezy voice spoke.	“What do you mean by that song, old Red Fox?” asked the voice.	"“You sing that every night as you chuckle over your thrush meat and turkey."""
194	uc1.b4102033	00000077	From his perch in the tree, Oh-o-wah looked down.	"""I want nice long legs, I want a nice long neck, I want a nice long beak, I want the best feathers, I want everything better than anyone else,"" hooted Owl."	“Be still and close your eyes,” said Ra-wen-io, while he pulled at Rabbit's ears to make them long.
195	uc1.b4102033	00000116	“You know as well as I grass isn't fit for warriors to eat.	” “Oh, so?” answered Buffalo, as he munched.	He thought to himself as he chewed away, “My, old Bear is cross today!”
196	uc1.b4102033	00000159	"""I will,"" said Balsam."	"""Where is Tamarack?"" shouted Pine."	From a distant hill came a shout, and Tamarack called out, “Oak wants to come to our council, but he is not of our tribe.
197	uc1.b4102033	00000158	“That may be,” answered Winter, “but when I give the order, away will go your green leaves, and I shall cover them with snow.	” “We'll see,” said White Pine.	White Pine called a council of all of his tribe, the wonderful tribe of Onetta, the tribe with beautiful green hair.
198	uc1.b4102033	00000166	But they would not join him when they saw his allies, and neither would Horned Owl and Buzzard.	Turtle now neared the lodge of his enemy, Huksah.	He took the canoe ashore and drew up his warriors.
199	uc1.b4102033	00000173	Plop he went upon the ground far ashore.	Safe on the bank, he called out, “Kwey, Furrynewer, kwey, are you yet in sight?	I've been here a long time.
200	uc1.b4102033	00000167	The enemy was ready to strike.	Huk-sah's mother came out for her kindling, and as she did so, she saw a glitter in the basket.	"“Ah-gey,” she exclaimed, “there is a snake here,"" and, so saying, she struck Rattlesnake with her corn pestle before he could even coil for a strike."
201	uc1.b4102033	00000163	"Turtle can fight dead frogs,"" said Bobcat."	"Bobcat then looked slyly at Turtle on his log, but Hoot Owl only flew to a swamp stub and mocked back, ""Hoot, hoot!"	Turtle is no man!”
202	uc1.b4102033	00000162	Round and round went the Moon.	It grew full and waned five times before Spring conquered Winter and sent Frost and his evil allies back to the Northland.	The warmth of Sun returned, and with this came Zephyr, who fanned the weary branches of the Onetta tribe back into the glow of growth.
203	uc1.b4102033	00000174	And there to one side was a wide stretch of sandy ground where the sun beat down hot.	It looked good to him—this world of which he was Chief, and so he said to Beaver, “You go back to your mound.	As I have won this race fairly, I am Chief.
204	uc1.b4102033	00000160	“Watch me.”	Autumn came and at the first demand of Frost, Oak turned a brilliant scarlet.	The Onetta tribe refused to obey.
205	uc1.b4102033	00000179	Bear went to the wigwam and greeted Turtle Chief.	"“Now,"" said Turtle Chief, “I will go into the water and see if all is ready beneath the ice."	You start straight across when my Warrior gives the signal.”
206	uc1.b4102033	00000147	And if I become as the sky, I shall then make all the fur folk envious.	Ha ha!” Looking up at Bluebird, Ta-yo-ne called: “Kwey, Sky-Back!	How did you find the magic that made you so like the sky?”
207	uc1.b4102033	00000152	"“You have whiskers on your ears,"" sneered old Turtle."	"“So you want to call names?"" inquired Bobcat."	"“Very well, I am going to call you mud-wallower, leech-roost, dead-fish-eater."" ."
208	uc1.b4102033	00000146	With a happy heart she sang, “I have been touched by the brush that colored the sky!	Great Ra-wen-io has made me beautiful like the sky.	I thank him, I thank him, for what I desired he gave me.
209	uc1.b4102033	00000142	The seams you may still see on his shell, for he did a fine piece of work with his needle and thread—this wonderful secret of his that Jungie gave him.	After awhile Tortoise crawled into the sunken log and found the house of the underwater Jungies, who nursed him back to health.	"“When you recover,” said the good chief of the underwater Jungies, ""you must go far ashore and never come near the water."
210	uc1.b4102033	00000182	No man was better fitted than he to run the affairs of the tribe.	But Sleek Cheek was a rover by nature, and after he had been Grand Sagamore for a moon and a half, he wanted to travel and see the world—and also to tell the world he was Grand Sagamore back home.	Proudly the whole tribe bade him good-bye and luck on his journey.
211	uc1.b4102033	00000140	“I'm glad you came.” “Greeting	","" said Tortoise, “I'm glad you are here.” “Anything wrong?” asked Jungie."	“Yes,” answered Tortoise.
212	uc1.b4102033	00000168	There he remained four days.	After awhile Turtle arose and crawled up on the sun-warmed riverbank.	For four days he thought about himself.
213	uc1.b4102033	00000053	And there they all were in the dark, ho ho!	Pretty soon Old Man Autumn said, “Whew, it got dark all of a sudden.	"I wonder why all those ducks are here."""
214	uc1.b4102033	00000133	” “What are you going to do?” inquired Mink, his heart beating very fast.	“I am going to make you swift, and your short legs shall be swifter than Rabbit's, swifter than Fox's, swifter than Otter's,” said Eagle.	“That will be fine!” exclaimed Mink.
215	uc1.b4102033	00000052	The honking inside quite naturally grew less and less.	Now Wood Duck was inside, but he wasn't very sure that all was well.	So when he felt something slide by him, he opened his eyes and saw Sojy's arm grabbing Bufflehead.
216	uc1.b4102033	00000119	He landed where Buffalo had been only an eye wink before.	But Buffalo had jumped, too, right over Bear, and when Bear got where he thought Buffalo was, Buffalo wasn't there.	There was nothing but space right over the deep river gorge—and into this space Bear soared.
217	uc1.b4102033	00000125	“What is this that pierces my hands?”	And he put Gray One down.	“Let me alone,” screamed Gray One.
218	uc1.b4102033	00000055	It was enough.	Sojy yelped and cried and rolled over and tried to wipe the color off, but he couldn't.	The stains stayed, and the pure red suit was all gone.
219	uc1.b4102033	00000082	” “You do, eh?	Well guess what Nahote means.” “Nahote means—well, it means—why-a, it means. ...”	For a moment Rabbit Boy couldn't guess what it did mean because it was a word in the Jungie language.
220	uc1.b4102033	00000121	“Well, if I want to walk in it, I will,” said Bear gruffly.	“Let me take my time then,” begged Gray One.	"""I'll take my own time,” said Bear, stepping right on Gray One, and sticking his claws right in the poor fellow's back."
221	uc1.b4102033	00000054	Soon Old Man stuck his brush in the water and then, pop! out came the leaf in the water as red and yellow as any on the trees.	Coot had done the trick properly.	"Sojy was dumbfounded and commenced to say, “Well, I didn't think I didn't know—I didn't-"""
222	uc1.b4102033	00000068	"“Let us now bet a hundred flint-tipped arrows,"" suggested Fox."	“All right,” said Ted-oh, throwing down a hundred arrows he had borrowed from Porcupine..	Fox threw down a full quiver of even better arrows.
223	uc1.b4102033	00000056	Once, upon a hill by the banks of the Djo-nessee-yu, there was a lonely cabin built of straw and leaves.	Here lived Oneta and her only son, Wink.	Oneta was a widow whose husband and four babes had been killed in the war raid of the hawk tribethose terrible Gajidas warriors that swoop down from the blue!
224	uc1.b4102033	00000081	At least Little Lynx thought so.	Rabbit Boy was sunning his tail on a log.	He had just given it a shampoo with ashes and oil, soaked it in spring water, and dried it in white clay.
225	uc1.b4102033	00000095	"What will you take for it?"""	“Oh, I couldn't sell it to you, Cousin,” said Fox.	“I don't want to part with it at all, for really, rabbits should not have it.
226	uc1.b4102033	00000094	"I'll put my treasure away."""	“No, you won't,” said Rabbit firmly and with a stern look in his eyes.	"""You're going to show me the fatal darts now."
227	uc1.b4102033	00000057	One morning when he had been sent for water, he crawled into his mother's canoe and floated downstream.	After awhile the canoe struck a log jutting from the shore, and Wink, being too tired after his journey to push it off again, crawled ashore.	He found a mossy bank under a basswood tree with fine, sweet smelling flowers.
228	mdp.39015053751635	00000099	My grandmother's parents had long ago given up on breaking up the romance that had developed  C	My ly great-grandparents, Ed and Flora Dunham, with my mother, Marion Flora Dunham, at age eleven between their semiliterate, swarthy hired hand and their daughter, Marion Edna, a graduate of the Skidmore School of Arts and the Albany Law School.	Sending her to Virginia to stay with her brother, who worked running a hotel in Warm Springs, had not been a success.
229	mdp.39015053751635	00000270	When they reached the place where the water was narrowest, a bit wider than you could throw a spear, they looked across and saw there on the other side another party of men.	"Those men were Abenakis of the Missisquoi Nation, a name which also means “Flint Place."""	In those days, it was common for young men to go out on parties to raid the villages of other tribes, and so there was a chance those two groups might fight.
230	mdp.39015053751635	00000098	In the Prohibition years of the twenties a man like Mayer could make a good bit of money at various trades—including rum-running for the likes of Dutch Schultz, who spent more than one summer at Saratoga.	Yet even as a rumrunner Bill Mayer was a thief, kicking off barrels of whiskey to be picked up by his brothers as he came down from Canada.	Not many people would want to go up against a man who could steal from Dutch Schultz and never be called to question.
231	mdp.39015053751635	00000267	Bobby's younger brother, Donny, was the starting right tackle.	"Coach Tibbetts was the archetypal tough coach, a leader whose highest compliment to any team member was, ""You played like a man!"""	"However, when the coach-whom we all called ""Hutch""-got excited, he talked fast and forgot things."
232	mdp.39015053751635	00000110	To the horror of the men in the yard, the elevator lifted my grandfather out of sight, half on and half off the platform, scraped up between walls that allowed a clearance of no more than eight inches between the elevator and the shaft.	"“My Jess,"" Mr. DiMaria shouted."	"“Dey kill my Jess!"""
233	mdp.39015053751635	00000104	.	The last of the Mayer family, Anthony Mayer, ran the family fuel business in Saratoga Springs, living like a hermit in a little shack near the piles of coal and the oil tanks until the day he was murdered by two young men.	They thought he had money hidden everywhere.
234	mdp.39015053751635	00000070	It was a few days before Christmas and we still didn't have our tree.	But this year Grampa had promised me that I would go with him when he went to cut it up in North Greenfield, seven miles above our house, where the hills rose up into the small mountains of the Kaydeross Range, the foothills of the Adirondacks.	"""Well, I guess we better go,"" my grandfather said that Saturday noon, as he looked outside through the station window and saw that the snow had stopped falling."
235	mdp.39015053751635	00000074	But he had brought me here.	"“Me and my brother Jack,"" Grampa said again."	“Lord, it sure takes me back when I think of the wild things we did.”
